timestamp_mills_ms,GX,GY,GZ,AX,AY,AZ,sync,timestamp_listener
1,-0.73,-14.47,12.76,0.34,-0.63,0.74,n,1715781532573
14,1.16,-19.35,13.24,0.35,-0.62,0.71,n,1715781532875
"
26",3.11,-21.97,14.59,0.35,-0.64,0.72,n,1715781532875
"
38",4.03,-21.61,16.17,0.36,-0.65,0.72,n,1715781532875
"
50",4.27,-21.55,17.03,0.36,-0.64,0.71,n,1715781532875
"
62",3.91,-22.22,17.70,0.35,-0.65,0.71,n,1715781532875
"
74",2.93,-24.72,18.31,0.37,-0.65,0.71,n,1715781532875
"
86",0.73,-28.02,17.64,0.35,-0.64,0.68,n,1715781532875
"
98",-2.08,-33.02,16.78,0.38,-0.64,0.67,n,1715781532876
"
110",-5.74,-32.17,17.88,0.42,-0.61,0.70,n,1715781532876
"
122",-10.80,-27.71,18.62,0.40,-0.61,0.74,n,1715781532876
"
134",-18.43,-23.74,14.40,0.41,-0.61,0.76,n,1715781532876
"
146",-28.56,-16.66,9.95,0.39,-0.58,0.74,n,1715781532876
"
158",-40.22,-11.96,6.04,0.31,-0.57,0.77,n,1715781532876
"
170",-50.05,-3.97,1.83,0.33,-0.57,0.86,n,1715781532876
"
182",-57.13,11.41,-8.12,0.44,-0.64,0.93,n,1715781532876
"
194",-57.31,30.52,-21.12,0.51,-0.73,0.87,n,1715781532876
"
206",-56.03,43.76,-21.85,0.48,-0.71,0.81,n,1715781532876
"
218",-53.28,59.45,-15.50,0.55,-0.65,0.68,n,1715781532876
"
230",-50.05,80.20,-12.94,0.67,-0.60,0.36,n,1715781532876
"
242",-44.19,91.74,-11.11,0.51,-0.52,0.11,n,1715781532876
"
254",-27.89,92.29,3.42,0.28,-0.62,0.49,n,1715781532876
"
266",1715781532876
,-12.94,83.92,7.63,0.53,-0.87,0.90,n,1715781532876
"
278",-7.20,80.87,-5.13,0.83,-0.85,1.04,n,1715781532876
"
290",-13.37,133.73,-9.40,0.95,-0.69,0.97,n,1715781532876
"
302",-31.86,182.37,-15.63,0.66,-0.68,0.78,n,1715781532876
316,-44.74,177.67,-14.59,0.37,-0.75,0.62,n,1715781532921
"
328",-40.28,133.12,-4.94,0.06,-0.82,0.71,n,1715781532921
"
340",-37.05,68.48,8.85,-0.20,-0.84,0.67,n,1715781532921
352,-34.18,3.23,11.78,-0.12,-0.86,0.70,n,1715781532968
"
364",-22.83,-20.81,8.85,0.01,-0.80,0.64,n,1715781532968
