timestamp_mills_ms,GX,GY,GZ,AX,AY,AZ,sync,timestamp_listener
1,-0.37,-4.09,5.37,0.35,-0.57,0.81,n,1715783194216
14,0.00,-3.36,5.55,0.34,-0.57,0.82,n,1715783194519
"
26",-0.31,-5.00,5.37,0.34,-0.57,0.82,n,1715783194519
"
38",0.12,-6.41,4.82,0.34,-0.55,0.81,n,1715783194519
"
50",-0.85,-6.59,4.82,0.33,-0.55,0.81,n,1715783194519
"
62",-0.43,-7.51,4.82,0.34,-0.56,0.82,n,1715783194519
"
74",-0.37,-6.23,5.62,0.36,-0.55,0.82,n,1715783194519
"
86",0.06,-3.78,5.98,0.37,-0.55,0.83,n,1715783194519
"
98",-1.04,-3.36,5.62,0.35,-0.56,0.81,n,1715783194519
"
110",-1.28,-5.92,5.74,0.35,-0.55,0.80,n,1715783194519
"
122",-2.81,-7.39,4.15,0.36,-0.54,0.79,n,1715783194519
"
134",-3.23,-7.51,3.66,0.34,-0.55,0.77,n,1715783194519
"
146",-4.03,-8.79,3.85,0.32,-0.56,0.76,n,1715783194519
"
158",-4.70,-6.77,4.27,0.32,-0.57,0.78,n,1715783194519
"
170",-6.53,-2.26,5.74,0.32,-0.59,0.83,n,1715783194519
"
182",-8.79,4.94,6.10,0.30,-0.60,0.82,n,1715783194519
"
194",-13.43,15.38,2.62,0.28,-0.61,0.85,n,1715783194519
"
206",-18.07,28.50,-2.69,0.24,-0.65,0.91,n,1715783194519
"
218",-15.69,50.11,-7.57,0.25,-0.64,0.93,n,1715783194519
"
230",-18.62,81.97,-11.05,0.27,-0.59,0.99,n,1715783194519
"
242",-26.49,120.06,-13.73,0.27,-0.54,0.94,n,1715783194519
"
254",-31.37,159.12,-8.91,0.27,-0.52,0.90,n,1715783194519
"
266",-40.59,182.92,-8.73,0.31,1715783194519
,-0.51,0.71,n,1715783194519
"
278",-45.72,196.84,-18.68,0.35,-0.48,0.59,n,1715783194519
"
290",-46.69,179.26,-18.86,0.22,-0.54,0.58,n,1715783194519
"
302",-38.39,128.11,-2.93,-0.15,-0.79,0.58,n,1715783194519
315,-11.41,59.75,6.47,-0.08,-0.65,0.71,n,1715783194845
"
327",-7.57,27.10,-1.89,0.13,-0.52,0.80,n,1715783194845
"
339",-11.84,19.59,-6.84,0.22,-0.62,0.92,n,1715783194845
"
351",-8.97,13.18,-4.33,0.10,-0.66,0.99,n,1715783194845
"
363",-8.54,-8.06,-0.31,0.10,-0.65,1.01,n,1715783194845
"
375",-9.58,-22.83,2.26,0.14,-0.64,1.00,n,1715783194845
"
387",-12.15,-29.24,8.06,0.15,-0.64,0.98,n,1715783194845
"
399",-12.21,-29.24,10.99,0.13,-0.66,0.95,n,1715783194845
"
411",-11.84,-33.14,15.93,0.09,-0.63,0.88,n,1715783194845
"
423",-17.58,-34.91,18.25,0.06,-0.66,0.80,n,1715783194845
"
435",-18.01,-43.46,17.64,0.08,-0.64,0.77,n,1715783194845
"
447",-22.16,-53.96,17.52,0.13,-0.71,0.81,n,1715783194845
"
459",-20.39,-61.71,18.25,0.17,-0.75,0.82,n,1715783194845
"
471",-16.54,-67.99,24.05,0.11,-0.77,0.90,n,1715783194845
"
483",-10.74,-85.63,26.43,0.10,-0.72,0.93,n,1715783194845
"
495",-7.08,-105.71,26.31,0.21,-0.73,0.99,n,1715783194845
"
507",-9.40,-117.19,26.49,0.21,-0.77,0.99,n,1715783194845
"
519",-8.73,-118.77,32.71,0.31,-0.74,0.98,n,1715783194845
"
531",-8.54,-109.01,30.03,0.34,-0.75,0.93,n,1715783194845
"
543",-8.48,-90.21,34.24,0.28,-0.66,0.87,n,1715783194846
