timestamp_mills_ms,GX,GY,GZ,AX,AY,AZ,sync,timestamp_listener
1,-8.18,-14.28,3.78,0.43,-0.71,0.58,n,1715782688873
14,-9.03,-17.27,5.62,0.47,-0.68,0.57,n,1715782689181
"
26",-9.09,-11.54,3.42,0.50,-0.69,0.54,n,1715782689181
"
38",-8.67,-9.09,4.03,0.48,-0.69,0.54,n,1715782689181
"
50",-4.46,-9.40,4.27,0.50,-0.67,0.56,n,1715782689181
"
62",-10.01,-8.00,5.19,0.51,-0.67,0.52,n,1715782689181
"
74",-10.68,-7.93,5.19,0.52,-0.71,0.55,n,1715782689181
"
86",-9.95,-8.97,4.88,0.54,-0.73,0.58,n,1715782689181
"
98",-9.16,-7.81,5.49,0.55,-0.69,0.58,n,1715782689181
"
110",-11.17,-5.92,5.25,0.56,-0.72,0.60,n,1715782689181
"
122",-10.74,-3.66,3.54,0.58,-0.74,0.61,n,1715782689181
"
134",-9.95,-2.08,2.08,0.55,-0.72,0.63,n,1715782689181
"
146",-11.23,-4.03,1.83,0.53,-0.74,0.63,n,1715782689181
"
158",-9.70,-9.40,2.99,0.53,-0.73,0.62,n,1715782689181
"
170",-8.85,-13.92,3.91,0.52,-0.72,0.60,n,1715782689181
"
182",-8.06,-15.81,5.55,0.51,-0.71,0.58,n,1715782689181
"
194",-6.96,-17.40,7.39,0.52,-0.71,0.55,n,1715782689181
"
206",-7.81,-16.17,8.30,0.53,-0.70,0.52,n,1715782689181
"
218",-6.35,-11.41,8.61,0.52,-0.69,0.50,n,1715782689181
"
230",-7.75,-7.20,9.58,0.52,-0.67,0.46,n,1715782689181
"
242",-6.65,-2.93,9.46,0.55,-0.66,0.46,n,1715782689181
"
254",-8.73,7.81,9.03,0.54,-0.66,0.43,n,1715782689181
"
266",-13.12,30.15,9.34,"0.55,",1715782689182
-0.62,0.41,n,1715782689182
"
278",-19.04,84.53,6.16,0.49,-0.63,0.41,n,1715782689182
"
290",-27.40,159.48,-1.83,0.39,-0.61,0.35,n,1715782689182
"
302",-41.56,261.84,-8.36,0.41,-0.56,0.43,n,1715782689182
314,-54.57,378.54,-20.14,0.37,-0.56,0.49,n,1715782689482
"
326",-70.31,516.48,-16.17,0.50,-0.63,0.52,n,1715782689482
"
338",-72.02,636.05,1.10,0.65,-0.81,0.56,n,1715782689482
