timestamp_mills_ms,GX,GY,GZ,AX,AY,AZ,sync,timestamp_listener
1,-46.26,242.68,8.48,0.07,-0.04,1.15,n,1715784136398
14,-53.71,340.64,11.29,0.03,-0.03,1.04,n,1715784136896
"
26",-59.45,448.24,10.19,-0.02,-0.05,0.89,n,1715784136896
"
38",-61.28,561.89,8.30,-0.01,-0.15,0.72,n,1715784136896
"
50",-48.83,677.43,-3.23,0.12,-0.27,0.56,n,1715784136896
"
62",-27.16,794.43,-7.81,0.17,-0.42,0.32,n,1715784136896
"
74",3.78,863.28,-10.86,-0.24,-0.33,0.02,n,1715784136896
"
86",-14.77,839.48,-0.73,-0.84,-0.12,-0.15,n,1715784136896
"
98",-47.00,719.85,7.02,-1.48,-0.20,-0.20,n,1715784136896
"
110",-55.85,494.51,8.54,-2.36,-0.33,-0.27,n,1715784136896
"
122",-39.31,195.01,-3.91,-2.97,-0.43,-0.17,n,1715784136896
"
134",-17.09,-151.37,-26.25,-3.02,-0.36,-0.02,n,1715784136896
"
146",-4.33,-456.67,-31.74,-2.10,-0.30,-0.06,n,1715784136896
"
158",1.65,-646.30,-25.45,-1.10,-0.30,-0.15,n,1715784136896
"
170",13.18,-703.61,-8.12,-0.32,-0.31,-0.02,n,1715784136896
"
182",16.66,-694.03,7.45,-0.15,-0.11,0.18,n,1715784136896
"
194",-2.38,-680.36,8.85,-0.22,-0.11,0.37,n,1715784136896
"
206",-24.29,-680.73,5.98,-0.15,-0.23,0.47,n,1715784136896
"
218",-20.87,-659.24,7.14,0.06,-0.29,0.60,n,1715784136896
"
230",-9.64,-613.46,9.09,0.14,-0.35,0.75,n,1715784136896
"
242",4.94,-550.05,24.96,0.10,-0.37,0.89,n,1715784136896
"
254",19.29,-,1715784136896
468.14,39.25,0.10,-0.30,0.99,n,1715784136896
"
266",25.15,-363.22,42.48,0.28,-0.11,1.08,n,1715784136896
"
278",15.26,-215.21,25.33,0.56,-0.06,1.22,n,1715784136896
"
290",8.97,-55.79,6.71,0.62,-0.08,1.25,n,1715784136896
"
302",5.37,58.72,0.12,0.06,-0.08,1.22,n,1715784136897
316,-6.96,79.47,10.68,-0.43,-0.10,1.12,n,1715784137102
"
328",-14.59,37.66,9.52,-0.56,-0.17,1.05,n,1715784137102
"
340",-15.26,-17.46,10.68,-0.38,-0.24,1.01,n,1715784137102
"
352",-7.81,-21.30,6.47,-0.10,-0.20,1.04,n,1715784137102
"
364",-3.42,42.36,-2.62,0.22,-0.19,1.12,n,1715784137102
"
376",-2.14,163.76,-3.54,0.48,-0.15,1.15,n,1715784137102
"
388",-8.73,326.35,6.16,0.63,-0.11,1.10,n,1715784137102
"
400",-23.56,499.69,16.24,0.58,-0.12,0.89,n,1715784137102
"
412",-36.01,633.42,22.71,0.19,-0.20,0.62,n,1715784137102
"
424",-44.92,679.50,17.70,-0.21,-0.27,0.54,n,1715784137102
"
436",-45.59,636.41,12.08,-0.73,-0.24,0.47,n,1715784137102
"
448",-50.90,527.59,7.69,-1.15,-0.33,0.49,n,1715784137102
"
460",-45.84,372.07,3.66,-1.41,-0.40,0.50,n,1715784137102
"
472",-30.03,202.45,-1.59,-1.50,-0.38,0.45,n,1715784137102
"
484",-22.46,39.43,-7.20,-1.49,-0.39,0.41,n,1715784137102
"
496",-1.89,-102.54,-11.66,-1.23,-0.41,0.39,n,1715784137102
"
508",21.24,-211.79,-7.08,-0.94,-0.35,0.39,n,1715784137102
"
520",33.14,-302.49,0.73,-0.71,-0.24,0.50,n,1715784137102
"
532",33.45,-373.47,6.59,-0.58,-0.22,0.67,n,1715784137102
"
544",26.06,-422.36,8.00,-0.59,-0.29,0.81,n,1715784137102
"
556",23.32,-455.02,4.,1715784137102
70,-0.52,-0.34,0.87,n,1715784137102
"
568",29.11,-468.99,9.28,-0.37,-0.35,0.93,n,1715784137103
"
580",44.25,-475.95,24.17,-0.39,-0.39,0.98,n,1715784137103
"
592",62.01,-462.71,37.17,-0.33,-0.28,1.05,n,1715784137103
"
604",57.50,-416.81,36.19,-0.12,-0.09,1.08,n,1715784137103
"
616",49.13,-301.27,10.74,0.54,-0.04,1.14,n,1715784137103
"
628",46.69,-109.44,-10.31,0.81,-0.05,1.20,n,1715784137103
"
640",41.14,79.10,-9.58,0.33,0.03,1.09,n,1715784137103
"
652",23.74,183.47,-5.43,"-0.15,",1715784137103
-0.05,1.02,n,1715784137209
"
666",13.61,176.21,-12.76,-0.48,-0.08,0.96,n,1715784137209
"
678",-4.33,134.58,-23.01,-0.53,-0.11,0.91,n,1715784137209
"
690",-18.98,79.53,-37.54,-0.48,-0.14,0.97,n,1715784137209
"
702",-30.70,44.56,-46.45,-0.18,-0.16,0.96,n,1715784137209
"
719",-44.37,79.83,-33.57,0.07,-0.24,0.99,n,1715784137209
"
731",-42.36,120.48,-25.09,-0.04,-0.25,0.93,n,1715784137209
"
743",-40.53,136.54,-18.25,-0.22,-0.30,0.74,n,1715784137209
"
755",-31.80,96.92,-7.93,-0.52,-0.44,0.74,n,1715784137209
"
767",-1.95,23.13,8.54,-0.64,-0.47,0.87,n,1715784137209
"
779",17.46,-59.63,12.82,-0.66,-0.35,0.99,n,1715784137209
"
791",17.70,-135.93,10.19,-0.62,-0.29,1.09,n,1715784137209
"
803",15.81,-199.58,11.05,-0.46,-0.24,1.14,n,1715784137209
815,10.80,-228.45,16.66,-0.18,-0.20,1.22,n,1715784137614
"
827",0.98,-210.14,23.99,0.08,-0.20,1.21,n,1715784137614
"
839",-0.79,-177.73,30.27,0.08,-0.27,1.12,n,1715784137614
"
851",17.82,-151.25,44.74,-0.29,-0.26,1.05,n,1715784137614
"
863",33.63,-154.17,48.46,-0.50,-0.10,1.04,n,1715784137614
"
875",24.84,-158.02,23.99,-0.04,-0.06,1.10,n,1715784137614
"
887",17.82,-112.30,2.26,0.38,-0.12,1.12,n,1715784137615
"
899",18.86,-35.28,-3.60,0.38,-0.07,1.14,n,1715784137615
"
911",13.67,31.92,3.60,0.10,-0.02,1.04,n,1715784137615
"
923",0.43,69.21,5.31,-0.22,-0.08,0.92,n,1715784137615
"
935",-0.18,76.42,-4.33,-0.26,-0.06,0.86,n,1715784137615
"
947",-2.69,111.88,-17.46,-0.03,-0.10,0.94,n,1715784137615
"
959",-7.75,170.47,-28.69,0.12,-0.12,0.96,n,1715784137615
"
971",-10.62,242.00,-26.37,0.19,-0.13,0.99,n,1715784137615
"
983",-20.08,320.74,-18.13,0.13,-0.19,0.98,n,1715784137615
"
995",-31.62,394.90,-13.06,-0.00,-0.23,1.03,n,1715784137615
"
1007",-38.70,441.65,-11.78,-0.09,-0.23,1.02,n,1715784137615
